text,tweet_id,relevancia,emocion,ironia,sentimento,annotator,annotation_id,created_at,updated_at,lead_time,answer
"Nos ofrece droga gratis ¡que demócrata!. Nos ofrece educación gratis, ¡este señor va a imponer el comunismo!. #NosFalta mucho para salir del subdesarrollo y si elegimos como siempre, faltará muchos más.",1536379561268899840,Si,Si,No,"{""choices"": [""Desagrado"", ""Miedo"", ""Incertidumbre""]}",,,2023-02-13T14:55:59.005826Z,2023-02-13T14:55:59.005829Z,13.367,
"@RevistaSemana ¡No me dejo ofender por unos videos! me ofendo por los 8 mill de desplazados, por los 6.402 falsos positivos, por los 22 mill de pobres, por 70 billones robados, por la continuidad de un gobierno saqueador y genocida alejado de pueblo. #SoyPetroSoyPaz",1535971277881626624,Si,Si,No,"{""choices"": [""Ira"", ""Desagrado""]}",,,2023-02-13T14:55:44.370450Z,2023-02-13T14:55:44.370453Z,13.735,
@RoyBarreras @petrogustavo Se tiene q retirar xq quedó en descubierto lo sucios y maquiavélicos q son incluyendo a Petro q de experiencia es un Hampón! Tienen q pagar legalmente x corruptos dan asco!#PetrismoSucio #PetrismoTramposo #PetroEsUnPeligro #PactoDeBandidos,1535682415217233920,Si,Si,No,"{""choices"": [""Ira"", ""Asco""]}",,,2023-02-13T14:55:29.154767Z,2023-02-13T14:55:29.154770Z,13.974,
@chirivica26 @navarrowolff Ahh y q hace a Petro el demócrata del siglo? Todo bien por las bodegas del #PetrismoSucio  ? Estan como asustados q no escriben bien,1535442087390371840,Si,Si,Si,Desagrado,,,2023-02-13T14:55:13.976061Z,2023-02-13T14:55:13.976064Z,25.199,
"#CampañaSuciaEs De algo estoy seguro. Político que este aliado a @petrogustavo que vea que es lo q hace, porque lo mete preso. él no come de alianzas. Que lo mete preso, lo mete! Ese es mi Gato, cazador de ratas. #PetroYFranciaSonElCambio",1535265200374415360,Si,Si,No,Desagrado,,,2023-02-13T14:54:47.496645Z,2023-02-13T14:54:47.496648Z,21.568,
"Petrista de corazón que tú inteligencia sea la que tome la decisión, vota inteligente frente al #PetrismoSucio",1535365000117858305,Si,Si,No,Desagrado,,,2023-02-13T14:54:24.686098Z,2023-02-13T14:54:24.686101Z,13.301,
@ANIABELLO_R #CampanaSuciaEs lo que hace el #PactoDeBandidos y fue tan cochina que tiene a más de uno convencido como corderos al matadero  #PetrismoSucio,1535262455135408128,Si,Si,No,Asco,,,2023-02-13T14:54:10.138268Z,2023-02-13T14:54:10.138271Z,12.538,
"#hablamaldecolombia Un Presidente que va con su sonrisa de idiora va a decir ante el mundo que Colombia es un paraíso , y la verdad es  otra; muerte a lideres , narcotráfico , corrupción.que descaro........",1535220468889919489,Si,Si,No,"{""choices"": [""Decepción"", ""Desagrado"", ""Miedo""]}",,,2023-02-13T14:53:56.312673Z,2023-02-13T14:53:56.312677Z,24.014,
#ColombiaEspera que vaina q salio de vacaciones reporte coronel pata q la w hable la verdad del pacto histórico,1534873142254092288,No,,,,,,2023-02-13T14:53:31.090659Z,2023-02-13T14:53:31.090663Z,204.274,No se entiende
"#LosPetroVideosSon La política saca de las personas lo peor que tienen, en política  una muestra de lo que un individuo puede hacer contra otro #TodoVale   #ColombiaEspera de los candidatos, el mejor sin marrullas!",1534869839726125060,Si,Si,No,Decepción,,,2023-02-13T14:50:05.525265Z,2023-02-13T14:50:05.525268Z,20.433,
"#LosPetroVideosSon una clara muestra de que en Colombia se puede ser machista, xenófobo, aprovechado y hasta corrupto pero no se puede ser estratega político, impresionante",1534920598622769152,Si,Si,No,"{""choices"": [""Decepción"", ""Desagrado""]}",,,2023-02-13T14:49:43.785994Z,2023-02-13T14:49:43.785998Z,12.856,
"#LosPetroVideosSon señor Luis Carlos Velez, la fiebre no está en las sabanas, el delincuente no es el que la filtró, los delincuentes son todos",1534871735966875654,Si,Si,No,Desagrado,,,2023-02-13T14:49:29.201276Z,2023-02-13T14:49:29.201279Z,20.737,
"#NoQuiero que el miedo invada nuevamente a los colombianos. #NoQuiero más comentarios de visionarios incautos, que nos digan que si hacemos esto, pasará aquello.",1534478790121988097,Si,Si,No,"{""choices"": [""Miedo"", ""Incertidumbre""]}",,,2023-02-13T14:49:07.320903Z,2023-02-13T14:49:07.320906Z,13.715,
"#UnaBurlaEs: Intentar infructuosamente comunicarse con ""Líneas de soporte"" del @ICFEScol 🥵  No responden correos electrónicos, en línea telefónica los asesores no tienen ni idea de cómo responder requerimientos del usuario. No saben y cuelgan ☎️ | #UnaVerdadEs ⭕ @Mineducacion",1534515241589039109,No,,,,,,2023-02-13T14:48:52.343753Z,2023-02-13T14:48:52.343757Z,6.239,
"#UnaVerdadEs que cuando tomamos una opción, muchas veces nos sentimos obligados a sostenerla frente a otros, nos volvemos esclavos de ella, y terminamos contradiciendo nuestros propios principios, nuestra inteligencia y nuestra decencia.",1534171666028412931,No,No,,,,,2023-02-13T14:48:44.948848Z,2023-02-13T14:48:44.948851Z,26.23,
@jarizabaletaf @YOIkhouvanjou ESTAMOS ANTE UNA AMENAZA INMINENTE. 🫴🏼#LaCorrupcionPetrista  SALVEMOS A COLOMBIA DE CAER EN LAS GARRAS DE “LA BESTIA COMUNISTA”🫴🏼@petrogustavo  EL ÚNICO CAMINO PARA ANULAR  LAS MACABRAS AMBICIONES DE PETRO ES A TRAVÉS DEL 🗳 POR EL @ingrodolfohdez.  #VotarEnBlancoEsVotarPetro,1533617089637978113,Si,Si,No,"{""choices"": [""Desagrado"", ""Miedo""]}",,,2023-02-13T14:48:17.280390Z,2023-02-13T14:48:17.280393Z,22.336,
"@darcyquinnr #VotarEnBlancoEs ahora la única opción que le queda a Petro para contener la gigantesca ola #AntiPetrista que desperto en el país. Pero ya no caemos, yo voto #RodolfoPresidente2022",1533771436149587968,Si,Si,No,Desagrado,,,2023-02-13T14:47:53.614667Z,2023-02-13T14:47:53.614670Z,19.845,
"@AABenedetti #LaCorrupcionPetrista los Jóvenes quieren un cambio. No quieren más a politiqueros metiendo sus garras en la plata de los impuestos de los colombianos. A Benedetti, a Roy, a Ernesto Samper, al santismo... hay que derrotarlo. Ud no es el cambio.",1533517924979310594,Si,Si,No,Desagrado,,,2023-02-13T14:47:32.522503Z,2023-02-13T14:47:32.522506Z,19.134,
@DanielSamperO Lo que te gusta a vos. Votar en blanco. Que alivio que esta vez no afecta al país. #YoPactoConPetro,1533077570425704452,Si,Si,No,Desagrado,,,2023-02-13T14:47:11.731524Z,2023-02-13T14:47:11.731527Z,12.437,
"#PetroElCambioSeguro Vamos que vamos, los hundimos en primera ,en segunda los exterminamos",1532823983112048647,Si,Si,No,Confianza,,,2023-02-13T14:46:58.002444Z,2023-02-13T14:46:58.002447Z,7.768,
Mucho se habla de #FraudeElectoral pero el tema está en no dejarse confundir y estudiar los programas y mirar dónde está la posible solución a la mayoría o algunos problemas sociales. SU CONCIENCIA DECIDE,1532389060072951809,Si,No,No,,,,2023-02-13T14:46:48.657081Z,2023-02-13T14:46:48.657084Z,13.121,
#ColombiaNecesita más honestidad y coherencia. Menos egos en los líderes políticos. Y sobre todo más educación que despierte la conciencia.,1532463961643294721,Si,No,No,,,,2023-02-13T14:46:34.190626Z,2023-02-13T14:46:34.190629Z,22.362,
#ColombiaNecesita saber que el ingeniero Rodolfo resultó ser mas falso y mentiroso que una película pornografica,1532391794171957253,Si,Si,No,Asco,,,2023-02-13T14:46:10.595358Z,2023-02-13T14:46:10.595361Z,29.096,
"@BluRadioCo Ajá como en argentina, chile y peru. Ni que decir de Venezuela, Nicaragua y cuba también eligieron vivir sabroso 🥶 #RodolfoPresidente2022",1531995875471503360,Si,Si,No,"{""choices"": [""Desagrado"", ""Miedo""]}",,,2023-02-13T14:45:40.181657Z,2023-02-13T14:45:40.181660Z,19.793,
"#ElVerdaderoCambioEs sin Uribe y sin Petro, ese es Rodolfo Hernandez lo que la mayoría decidió, en Colombia cabemos todos.",1531965621776392202,Si,Si,No,Confianza,,,2023-02-13T14:45:18.858809Z,2023-02-13T14:45:18.858814Z,9.349,
#MiCandidatoEs Cualquiera que no sea un tipo como @petrogustavo  que sería una debacle para nuestro pais!,1531616944939466755,Si,Si,No,"{""choices"": [""Desagrado"", ""Miedo""]}",,,2023-02-13T14:45:08.224966Z,2023-02-13T14:45:08.224969Z,11.603,
Espero que todos y todas estemos de acuerdo con que era muchísimo mejor tener en #SegundaVuelta a Fajardo y no a Rodolfo o Fico. Linda noche 😊,1531093498413387776,Si,Si,No,Decepción,,,2023-02-13T14:44:55.269156Z,2023-02-13T14:44:55.269159Z,11.582,
"Fico anuncia unirse con Rodolfo Hernandez. Más cantada esa jugada, los del Uribismo no son idiotas… QUE LIBRETEADA #ColombiaDecide #ColombiaVota2022 #ColombiaElige  #ColombiaVota",1531062168824815616,Si,Si,No,Desagrado,,,2023-02-13T14:44:42.451118Z,2023-02-13T14:44:42.451122Z,18.809,
"Un viejito grosero, irrespetuoso, machista, que le puede meter la mano a cualquiera y que hace amenazas de muerte con que le va a pegar un tiro a este hptaaaaa. Simplemente el Ingeniero Rodolfo Hernandez #ColombiaDecide",1531049180659056640,Si,Si,No,Asco,,,2023-02-13T14:44:22.445837Z,2023-02-13T14:44:22.445840Z,18.977,
Una vez más invito a la gente que salgan a votar a conciencia en esta jornada electoral y demuestren como siempre que la participación ciudadana se puede cambiar el país. #EleccionesColombia #ColombiaDecide,1530953982578987011,Si,Si,No,Confianza,,,2023-02-13T14:44:02.181693Z,2023-02-13T14:44:02.181697Z,11.865,
"#ColombiaConPetro Hoy los nadies, nos levantamos y vamos por #elcambioenprimera",1531014967956484096,Si,Si,No,Confianza,,,2023-02-13T14:43:48.902651Z,2023-02-13T14:43:48.902654Z,6.605,
"El cambio en primera! Por la esperanza, porque quiero vivir bueno. #ColombiaConPetro",1530998884310327296,Si,Si,No,Confianza,,,2023-02-13T14:43:40.999321Z,2023-02-13T14:43:40.999324Z,7.596,
"Por que sea posible tener abrigo en la niñez, sueños en la juventud y seguridad en la vejez #VotoPorFicoYLara",1530944866020212737,Si,Si,No,Confianza,,,2023-02-13T14:43:31.970838Z,2023-02-13T14:43:31.970841Z,14.126,
"#YoVotoPorPetroPresidente por el derecho a la educación superior de mi hija que esta a dos años de terminar el colegio, por ella y por toda la juventud. #ElCambioEnPrimera",1530735542723297282,Si,Si,No,Confianza,,,2023-02-13T14:43:16.375113Z,2023-02-13T14:43:16.375116Z,11.142,
"@marcelamvz Por la vida,por la paz 6402  vidas y contando el legado de la juventud será borrar el legado de la guerra la muerte y de los corruptos #PetroYFranciaSonElCambio #PetroPresidente2022",1530882646162784260,Si,Si,No,Confianza,,,2023-02-13T14:43:03.873092Z,2023-02-13T14:43:03.873095Z,11.217,
#PetroPresidenteEnPrimera ya es hora de que @AlvaroUribeVel sea condenado y se haga justicia con todas sus víctimas.,1530757405897854977,Si,Si,No,Desagrado,,,2023-02-13T14:42:51.379497Z,2023-02-13T14:42:51.379500Z,10.475,
"@franciscome @petrogustavo Hasta donde llega la cizaña, no  pasarán, el cambio es AHORA en primera!!! #PetroPresidenteEnPrimera",1530712365938917377,Si,Si,No,"{""choices"": [""Desagrado"", ""Confianza""]}",,,2023-02-13T14:42:39.550942Z,2023-02-13T14:42:39.550945Z,28.851,
"Llevados del HP, ganó otra vez la ignorancia, ganó otra vez la desinformación, ganó el egoísmo de porque yo estoy bien. Colombia no aprende ni en cabeza propia #EleccionesColombia #Elecciones2022",1531041079931314176,Si,Si,,"{""choices"": [""Decepción"", ""Asco""]}",,,2023-02-13T14:42:08.841297Z,2023-02-13T14:42:08.841301Z,34.035,
"A votar, que al uribismo hay que derrotar. #Elecciones2022",1530916977752977408,Si,Si,No,Confianza,,,2023-02-13T14:41:33.455576Z,2023-02-13T14:41:33.455580Z,18.886,
@rcnradio No tuvimos a @FicoGutierrez que era nuestra esperanza de Progreso pero Lo único que sé es que mi voto en segunda vuelta es por cualquier menos Petro #CualquieraMenosPetro,1531055194787745797,Si,Si,No,"{""choices"": [""Decepción"", ""Desagrado""]}",,,2023-02-13T14:41:13.319135Z,2023-02-13T14:41:13.319138Z,1468.655,
@petrogustavo y sus electores tiene un desafío muy grande si quieren ganarle a Rodolfo y es obtener votos de los abstencionistas (suponiendo que la registraduría hace bien su trabajo) #EleccionesColombia,1531053046473576449,Si,No,No,,,,2023-02-10T17:11:17.513527Z,2023-02-10T17:11:17.513531Z,14.693,
"¿Que se acabó el uribismo? Para nada, Rodolfo era el plan B si Fico no funcionaba.   #EleccionesColombia",1531037563632373760,Si,Si,No,Desagrado,,,2023-02-10T17:11:00.977809Z,2023-02-10T17:11:00.977814Z,10.124,
Veo con emoción que muchos de mis amigos reportan masiva asistencia a las urnas. Colombia sí está cambiando. El pueblo despertó. ✊🏻 #Elecciones2022 #EleccionesColombia,1530971942110609408,Si,Si,No,Confianza,,,2023-02-10T17:10:49.096525Z,2023-02-10T17:10:49.096530Z,9.709,
"Había dicho en días anteriores que mi voto sería por #RodolfoHernandez pero vi cositas que no me gustaron. Así que decidí no votar así mi voto pudiese ayudar en algo, se que seguiremos comiendo las misma mierda pero con otro sabor gane quien gane. #EleccionesColombia",1530934778714890240,Si,Si,No,"{""choices"": [""Decepción"", ""Tristeza""]}",,,2023-02-10T17:10:37.932317Z,2023-02-10T17:10:37.932322Z,15.121,
"@ironicolombia No me pareció así.Fue un debate serio y ordenado, con buenas preguntas q permitió ver fortalezas y debilidades d los 3 candidatos. Me gustó el #DebateFinal Buena herramienta para definir el voto con responsabilidad. Ya sabemos quien tiene mas talante y transparencia para gobernar",1530422275836678145,Si,Si,No,Confianza,,,2023-02-10T17:09:31.644558Z,2023-02-10T17:09:31.644563Z,32.656,
"Fajardo hasta en su mensaje final incluye a Petro, y esté lo borra sutilmente diciendo en el suyo: ""Aqui hay dos opciones en realidad"" jajajaja águila no caza mosca pa' ¡TE AMO @petrogustavo y quiero que seas mi PRESIDENTE! #DebateFinal",1530379381658591232,Si,Si,No,"{""choices"": [""Admiración"", ""Alegria""]}",,,2023-02-10T17:08:57.311887Z,2023-02-10T17:08:57.311892Z,30.375,
#YoVotoPetroPresidente Mi voto para Petro es irrevocable.,1530379488806182914,Si,Si,No,Confianza,,,2023-02-10T17:08:25.378253Z,2023-02-10T17:08:25.378259Z,14.862,
"#ASegundaPasan la decencia y la coherencia en la política. Pasan @sergio_fajardo y @LuisGMurillo y serán elegidos en la Presidencia en la elección de junio. #EsElMomentoDe que Colombia cambie, en especial su forma de hacer política.",1530202797647568896,Si,Si,No,Confianza,,,2023-02-10T17:08:08.854812Z,2023-02-10T17:08:08.854818Z,15.263,
Bueno. Mañana se va a dejar de hablar de política y nos vamos a enfocar en la final de la champions.  #ElDomingoVoyA muy temprano asistir a las urnas pa sacar a la banda de la oficina de envigado del palacio de Nariño.  #PetroEs #EsElMomentoDe,1530309493107613696,Si,Si,No,"{""choices"": [""Desagrado"", ""Confianza""]}",,,2023-02-10T17:07:51.600910Z,2023-02-10T17:07:51.600914Z,45.578,
#ElDebateDecisivo Federico Gutiérrez sin celular y sin tablet no es nada.,1529804925303136257,Si,Si,No,Desagrado,,,2023-02-10T17:07:04.243135Z,2023-02-10T17:07:04.243139Z,9.218,
"Sin duda petro es el mejor, los demás solo copian y repiten las propuestas del verdadero y único candidato con conocimiento real del pías. #ElMejorCandidatoEs",1529845625767993344,Si,Si,No,Admiración,,,2023-02-10T17:06:53.655099Z,2023-02-10T17:06:53.655104Z,15.67,
"Como lo hizo en Medellín, lo hará por Colombia 🇨🇴. @FicoGutierrez llegará a todas las regiones donde sea alterado el orden público. no permitirá que se perturbe la tranquilidad de la gente con paros armados. ¡Allá estará con la fuerza del Estado!  #FicoElGanador #ElDebateDecisivo",1529807125106642947,Si,Si,No,"{""choices"": [""Admiración"", ""Confianza""]}",,,2023-02-10T17:06:36.399428Z,2023-02-10T17:06:36.399432Z,33.779,
"#YaEsSuficiente buscar la solución a los problemas río abajo. La solución está rio arriba porque las decisiones de poner a ésos ineptos en cargos tan importantes son el problema, como el registrador nacional!",1529422833151008770,Si,Si,No,"{""choices"": [""Ira"", ""Desagrado""]}",,,2023-02-10T17:06:01.260466Z,2023-02-10T17:06:01.260470Z,24.066,
"¿#UnTramposoEs quien le da money a nuestros héroes de la patria, o sea, a la Policía Nacional, para que juntos nos hagamos la vida más easy? Eso no es soborno; eso es una propina, obviously.",1529135336839860224,Si,Si,Si,Desagrado,,,2023-02-10T17:05:35.008258Z,2023-02-10T17:05:35.008264Z,30.381,
"#AColombiaLePreocupa la corrupción enquistada en el poder durante décadas, que solo dejo pobreza y miseria, y a unos cuantos con los bolsillos llenos. #PetroPresidenteEnPrimeraVuelta",1529112495922765824,Si,Si,No,Ira,,,2023-02-10T17:05:00.908943Z,2023-02-10T17:05:00.908955Z,61.053,
La verdad yo si quisiera saber que le hizo @AlvaroUribeVel a @petrogustavo que no lo suelta para nada. Todo el #ElDebateDefinitivo se la paso uribe uribe uribe y nada mas. Ojalá me respondiera,1528956465632903168,Si,Si,No,Desagrado,,,2023-02-10T17:03:54.398242Z,2023-02-10T17:03:54.398247Z,105.988,
@erizodemar Creo que este hombre tiene potencial para el 2026 #ElDebateDefinitivo no esperaba menos de @erizodemar,1528928531698286592,Si,Si,No,Admiración,,,2023-02-10T17:02:03.253218Z,2023-02-10T17:02:03.253224Z,21.679,
"#ElDebateDefinitivo definitivamente GUSTAVO PETRO le lleva años luz a fico y a fajardo en preparación y conocimiento del país, deja claro Gustavo en este debate que de los tres es el mejor candidato.  #PetroGanaDebate #PetroPresidente #PetroPresidenteEnPrimeraVuelta",1528925661343232000,Si,Si,No,Admiración,,,2023-02-10T17:01:36.790554Z,2023-02-10T17:01:36.790559Z,27.075,
"Estoy esperando la pregunta que le hará @petrogustavo a @FicoGutierrez, le quiero ver esa cara de ignorancia que pone!   #ElDebateDefinitivo  #PetroGanaDebate",1528915435508449280,Si,Si,No,Desagrado,,,2023-02-10T17:01:07.258949Z,2023-02-10T17:01:07.258954Z,31.003,
"“El Clan del Golfo está ligado a la oficina y uno de los integrantes de esa oficina ha formado parte de su equipo""  @petrogustavo a @FicoGutierrez en #ElDebateDefinitivo   Fico negando su relación con Gustavo Villegas y la oficina de Envigado.",1528906351245672449,Si,No,No,,,,2023-02-10T17:00:32.975096Z,2023-02-10T17:00:32.975101Z,112.406,
"""Llegó el momento de que las nadies y los nadies nos pongamos de pie"". 🫶🏻🇨🇴💜 @FranciaMarquezM   #MiVotoEsPetroYFrancia",1528523541108379649,Si,Si,No,Confianza,,,2023-02-10T16:58:37.050418Z,2023-02-10T16:58:37.050421Z,32.717,
